State,City,Ratings,Alcohol Availability,Hotel Name,Address,Total Rooms,,Category,Pricing,Meals
Kerala,Thrissur,2,Without Alcohol,Mayura Inn,Mannuthy Bypass Jn Mannuthy PO Thrissur Kerala 680651,18,,3 Star,95236,Breakfast
Kerala,Thrissur,1.7,Without Alcohol,Peringottukara Palace,Kizhakkumury P O  Peringottukara  Thrissur,14,,3 Star,93124,Dinner
Kerala,Thrissur,4,Without Alcohol,Polakulath Tourist Home Kodugallor,North Nada  Kodugallor  Thrissur,10,,3 Star,88342,Lunch
Kerala,Thrissur,1.3,Without Alcohol,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,P O KODANNUR  THRISSUR DISTRICT,13,,3 Star,78952,All meals
Kerala,Thrissur,1,Without Alcohol,Rose Residency,Madayikonam p o  Mapranam  Trissur,10,,3 Star,83492,Breakfast
Kerala,Thrissur,4.4,Without Alcohol,Solar Hotels  A unit of Solar Hotels Pvt Ltd  ,Pavaratty P O Thrissur Thrissur,10,,3 Star,78624,Lunch
Kerala,Thrissur,3.4,Without Alcohol,THE NADUMURI INN,ANNAMANDA  P O THRISSUR DIST KERALA STATE,11,,3 Star,86492,Dinner
Kerala,Thrissur,1.6,Without Alcohol,VICTORY INTERNATIONAL,BYJU ROAD KUNNANKULAM Thrissur,10,,3 Star,92863,All meals
Kerala,Tirur,3.5,Without Alcohol,HOTEL DEEPA RESTAURANT,DEEPA HOTEL AND RESTAURANT  TOWN HALL ROAD   TIRUR  MALAPPURAM Tirur Tirur Tirur,12,,3 Star,88294,Breakfast
Kerala,Tirur,2.4,Without Alcohol,Hotel Salkara,Manjadi Tirur Road  Kuttippuram PO  Pin 679571  Tirur Taluk  Malappuram Dist   Kerala ,11,,3 Star,45115,Dinner
Kerala,Valancherry,4,Without Alcohol,SWAGATH INN,PATTAMBI ROAD  VALANCHERY ,12,,3 Star,51273,Lunch
Kerala,Varkala,3,Without Alcohol,Hindustan Beach Retreat,Papanasam Beach  Janardhanapuram PO ,27,,3 Star,54639,All meals
Kerala,Varkala,1.1,Without Alcohol,hotel varkala park international,Station Road Varkala   Thiruvananthapuram 695141,16,,3 Star,45923,Breakfast
Kerala,Wayanad,2.3,Without Alcohol,HOTEL SAUGANDHIKA WEST GATE,Kolagapara P O  Meenangadi   Wayanad District,12,,3 Star,45846,Lunch
Kerala,Wayanad,2.4,Without Alcohol,Hotel Manasasaras,Thalassery Road  Mananthavady  Wayand   670 645,13,,3 Star,31587,Dinner
Kerala,Wayanad,1.7,Without Alcohol,HOTEL MAYO,MENNANGADI WAYANAD DISTRICT,12,,3 Star,85563,All meals
Kerala,Wayanad,4.9,Without Alcohol,HOTEL VANARANI,MEENANGADI  WAYANAD,10,,3 Star,41581,Breakfast
Kerala,Wayanad,3.7,Without Alcohol,STERLING HOLIDAY RESORTS LTD,STERLING HOLIDAY RESORTS LTD  VALLU VADI POST  VALLUVADI VILLAGE  SULTHAN BATHERRY  WAYANAD DISTRICT ,61,,3 Star,71547,Dinner
Madhya Pradesh,Avarghani,4,Without Alcohol,PENCH JUNGLE CAMP,PENCH NATIONAL PARK  VILLAGE AVARGHANI  TEH  KURAI ,31,,3 Star, 73 821,Lunch
Madhya Pradesh,Bhopal,3,Without Alcohol,HOTEL AMER PALACE,209 ZONE 1  MP NAGAR,55,,3 Star,   68 821,All meals
Madhya Pradesh,Bhopal,1.1,Without Alcohol,Hotel Amer Palace,209  Zone 1  MP Naagr  Bhopal,55,,3 Star,   71 823,Breakfast
Madhya Pradesh,Tikamgarh,2.3,Without Alcohol,Silver Estate Resort,6 Mile Stone  Jhansi Road  Phadikhurd  Tikamgarh,50,,3 Star, 69 832,Dinner
Maharashtra,Ahmednagar,2.4,Without Alcohol,Hotel Yash Grand ,Near Kinetic Chowk  Nagar Pune Road  Ahmednagar  ,27,,3 Star, 70 932,Lunch
Maharashtra,Amravati,4.7,Without Alcohol,THE GRAND MEHFIL,NAZUL PLOT NO  11 2  SHEET NO  31 BEHIND DAYA SAGAR HOSPITAL  GIRLS HIGH SCHOOL SQUARE CAMP ROAD ,79,,3 Star,  67 823,All meals
Maharashtra,Andheri  East ,4.1,Without Alcohol,Hotel Om Tunga Vihar,Plot No  B 11  MIDC Central Road  Andheri  East  ,20,,3 Star, 72 932,Breakfast
Maharashtra,Andheri  East ,1.3,Without Alcohol,The Regale by Tunga A unit of Hotel Tunga Regale  India  Pvt  Ltd  ,PLOT NO  31  PHASE II  MIDC  CENTRAL ROAD  ANDHERI EAST  MUMBAI 400 093 Andheri  East ,49,,3 Star,  69 821,Lunch
Maharashtra,Aurangabad,1,Without Alcohol,LEMON TREE HOTEL AURANGABAD,R 7 2  AIRPORT ROAD  CHIKALTHANA  AURANGABAD,102,,3 Star,  71 832,Dinner
Maharashtra,Lonavala,4.4,Without Alcohol,The Fern  A Unit of Agarwal Hospitality Pvt  Ltd  ,S  No  84   1 to 4 off Mumbai pune expressway near Lonavala expressway exit Valavan Maval Lonavala Pune,80,,3 Star,68 823,All meals
Maharashtra,Mulshi,3.4,Without Alcohol,Atmantan Resort Wellness Health Centre ,Village Palse  Mulshi  Pune ,108,,3 Star,76683,Breakfast
Maharashtra,Mumbai,1.6,Without Alcohol,Citizen Hotel  A UNIT OF CITIZEN HOTELS PVT  LTD  ,960  JUHU TARA ROAD  JUHU BEACH Mumbai,43,,3 Star,82142,Dinner
Maharashtra,Mumbai,3.5,Without Alcohol,HOTEL SUNCITY RESIDENCY,16TH ROAD MIDC MAROL ANDHERI EAST MUMBAI 400093,35,,3 Star,83675,Lunch
Maharashtra,MUMBAI,2.4,Without Alcohol,Hotel Tunga Paradise,Plot No  16  MIDC Central Road  Andheri  East   Mumbai  Maharashtra  City   Mumbai MUMBAI MUMBAI,40,,3 Star,87729,All meals
Maharashtra,Mumbai,4,Without Alcohol,KEYS HOTEL NESTOR ,382 SWAROOP ENCLAVE  MAKHWANA ROAD   OFF MILITARY ROAD   OPP ECO PARK BUILD   MAROL  ANDHERI EAST   MUMBAI  400059  Mumbai,100,,3 Star,95672,Breakfast
Maharashtra,Mumbai,3,Without Alcohol,Kohinoor Elite  A Unit of Kohinoor Elite Hotels Pvt Ltd  ,Kohinoor City  Kirol Road  Near American School of Bombay  Off LBS Marg  Kurla  West   Mumbai,100,,3 Star,87123,Dinner
Maharashtra,Mumbai,1.1,Without Alcohol,Peninsula Redpine Hotel  A Unit of The Competent Hotel Private Limited,CTS 1355  Andheri Kurla Road  Marol  Mumbai Mumbai,29,,3 Star,93485,Lunch
Maharashtra,Mumbai,2.3,Without Alcohol,Sea Palace Hotel,P J Ramchandani Marg  Apollo Bunder  Colaba  Mumbai 400001,47,,3 Star,92746,All meals
Maharashtra,Mumbai,2.4,Without Alcohol,Soho House Mumbai,Plot no  16  Juhu Tara Road  Santa Cruz  W   Mumbai Mumbai Mumbai,36,,3 Star,86249,Breakfast
Maharashtra,Mumbai,1.3,Without Alcohol,THE MIRADOR,131 B  NEW LINK ROAD  CHAKALA  ANDHERI  EAST   MUMBAI   400099,106,,3 Star,78835,Lunch
Maharashtra,Nagpur,4,Without Alcohol,Hotel Naivedhyam North Star,28 A  Jagdamba Niwas  Near Koradi  Nagpur   441111,38,,3 Star,98723,Dinner
Maharashtra,Nagpur,2.1,Without Alcohol,Tadoba Vanya Villas Resort and Spa  a unit of Royale Blue Resorts India Private Limited ,Khasra No 41 144 152 154 155   402 AT MOUZA CHETI  TEHSIL CHIMUR  DIST  CHANDRAPUR  NEAR TADOBA ANDHERI TIGER RESERVE  MAHARASHTRA Nagpur,36,,3 Star,96324,All meals
Maharashtra,Nashik,3.4,Without Alcohol,Hotel Grand Rio  A Unit of CMP Hospitality  ,S  NO  881 2 PLOT NO  3  RAJIV NAGAR  CHADDA CHOWK  OFF MUMBAI AGRA ROAD Nashik,45,,3 Star,98823,Breakfast
Maharashtra,Navi Mumbai,3,Without Alcohol,HOTEL HIGHWAY VIEW,PLOT NO 3  SECTOR 24  OPP  SANPADA RAILWAY STATION  MUMBAI PUNE HIGHWAY  NAVI MUMBAI,20,,3 Star,93482,Dinner
Maharashtra,Navi Mumbai,5,Without Alcohol,Hotel Supreme Heritage,Plot No  L 2  Sector  19  Vashi   Navi Mumbai  400703,61,,3 Star,95824,Lunch
Maharashtra,Palghar,4,Without Alcohol,ANCHAVIYO RESORTS,BHARAT AGRI FERT AND REALITY LTD SURVEY NO 155 7 8 9 10 VILLAGE KHARIVALI TALUKA WADA DIST MAHARASHTRA,16,,3 Star,87432,All meals
Maharashtra,Pune,2.2,Without Alcohol,Ginger Pune Wakad,Ginger Hotel Kala Khdak Near Indira College Wakad naka Wakad,127,,3 Star,92137,Breakfast
Maharashtra,Pune,4.5,Without Alcohol,IBIS HOTEL   PUNE  UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,Survey No  32  Viman Nagar  Nagar Road  Pune  Maharashtra   411014  India,160,,3 Star,96123,Lunch
Maharashtra,Thane,5,Without Alcohol,GCC HOTEL AND CLUB,GCC HOTELS PVT  LTD   92 1  OFF  MIRA BHAYANDER ROAD  MIRA ROAD EAST  THANE ,106,,3 Star,98523,Dinner
Maharashtra,Thane,2.2,Without Alcohol,GCC Hotels Private Limited,GCC Hotel and club  S no  921  off Mira Bhayander road  near vijay sales  Mira Road East  Thane   401107,48,,3 Star,95823,All meals
Maharashtra,Thane,4.4,Without Alcohol,Krishna Palace,35 36 MIDC Additional Ambernath East Thane,58,,3 Star,93724,Breakfast
Manipur,Imphal ,3.2,Without Alcohol,Elora Hotel  a unit of Chingao Hotel and Resorts Pvt  Ltd ,Ward No  9  Indo Myanmar Road  Moreh  Chandel District,28,,3 Star,98742,Dinner
Meghalaya,Shillong ,2,Without Alcohol,HOTEL POINISUK,LAITUMKHRAH MAIN ROAD  UPLAND ROAD  NONGKYNRIH,30,,3 Star,96742,Lunch
Odisha,Angul,1,Without Alcohol,ASHIANA HILL VIEW,ADARSH VIHAR   PANCHA MAHALA   NEAR RTO OFFICE   ANGUL,80,,3 Star,97623,All meals
Odisha,Jajpur Road,4.4,Without Alcohol,Ginger Hotel Kalinganagar,Ginger Hotel  Opp Tata Steel Gate no 3  Khurunti  Kalinganagar  Odisha  755026,93,,3 Star,98234,Breakfast
Odisha,Jharsuguda,3.4,Without Alcohol,THR ORCHARD  Garden Palace Hotels Resorts Pvt Ltd,Bypass Road  Ekatali  Jharsuguda,50,,3 Star,99237,Dinner
Odisha,Puri,1.6,Without Alcohol,MAYFAIR Waves  Puri,Chakratirtha Road  Puri  752002  Puri District  Odisha,34,,3 Star,94123,Lunch
Odisha,Talcher,3.5,Without Alcohol,Hotel Surya Garden,Netaji Subas Bose Marg  Main Road  Talcher  Dist  Angul  Odisha  PIN  759107,38,,3 Star,99123,All meals
Punjab,Jalandhar,2.4,Without Alcohol,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,NEAR BSF CHOWK G T ROAD ,45,,3 Star,93782,Breakfast
Punjab,Jalandhar,4,Without Alcohol,Hotel Imperia Suites,Vasant Vihar Road  Shanker Garden  Near Income Tax Colony  Jalandhar,18,,3 Star,94873,Lunch
Rajasthan,Jaipur,3,Without Alcohol,Hotel Le Grande ,Jaipur Road Chomu ,19,,3 Star,93927,Dinner
Rajasthan,Jaipur,1.1,Without Alcohol,Mansingh Towers,Hotel Mansingh Towers  Sansar Chandra Road,53,,3 Star,98723,All meals
Rajasthan,Jaipur,2.3,Without Alcohol,RCL JAIPUR,Ginger Hotel  Hawa Sadak  Civils Lines  Jaipur,103,,3 Star,98472,Breakfast
Tamil Nadu,Chennai ,2.4,Without Alcohol,BEVERLY,NO 17 RAJARATHINAM ROAD KILPAUK CHENNAI,52,,3 Star,96823,Dinner
Tamil Nadu,Thanjavur,2.4,Without Alcohol,SANGAM HOTELS,TRICHY ROAD  THANJAVUR,57,,3 Star,98234,Lunch
Telangana,Hyderabad,3.1,Without Alcohol,BESTWESTERN ASHOKA,6 1 70  LAKDI KA PUL,88,,3 Star,97834,All meals
Telangana,HYDERABAD,2.6,Without Alcohol,Minerva Grand   Kompally,Survey No 105  Beside Cine Planet  Kompally ,42,,3 Star,98832,Breakfast
Telangana,Hyderabad,1.4,Without Alcohol,OHRIS BANJARA  A UNIT OF HOTEL KAMAL PVT LTD  ,D NO 8 2 682   3 ROAD NO 12  BANJARA HILLS  HYDERABAD 500034 Hyderabad,24,,3 Star,98924,Dinner
Telangana,Hyderabad,4.9,Without Alcohol,Tara,Hotel Tara  Ramojii Film City  Anajpur  RR District   501512,126,,3 Star,98723,Lunch
Telangana,Hyderabad,1.9,Without Alcohol,VAISHNAOI HOTELS INDIA PVT LTD,3 2 8481 Kachiguda Station Road Kachiguda Hyderabad ,41,,3 Star,96783,All meals
Uttar Pradesh,Ghaziabad,2.9,Without Alcohol,Fortune Inn Grazia,Plot No   1 Sector  23  Sanjay Nagar Distt  Centre ,50,,3 Star,98973,Breakfast
Uttarakhand,Ramnagar,3.7,Without Alcohol,The Manor Kashipur  Unit of R R Hotels ,Bazpur Road   Udham singh Nagar  Kashipur   Uttrakhand 244713,30,,3 Star,97942,Lunch
West Bengal,Asansol,3.5,Without Alcohol,HOTEL ASANSOL INTERNATIONAL,66  G T  ROAD  EAST   ASANSOL,42,,3 Star,97923,Dinner
West Bengal,Bankura,3.1,Without Alcohol,HOTEL SAPTAPARNA,AVINASH SARANI  CHANDMARIDANGA  BANKURA,24,,3 Star,97284,All meals
West Bengal,Bishnupur,4.1,Without Alcohol,HOTEL ANNAPURNA,COLLEGE ROAD  P O  BISHNUPUR  DIST BANKURA  ,45,,3 Star,97823,Breakfast
West Bengal,Durgapur,3.1,Without Alcohol,The Peerless Inn Durgapur,Sahid Khudiram Sarani  City Centre  Durgapur   713216,108,,3 Star,95782,Dinner
West Bengal,Kolkata,4.6,Without Alcohol,ETHNOTEL   A UNIT OF RAHA HOSPITALITY PVT LTD ,71 I 1 JESSORE ROAD  AIRPORT 2 5 NO GATE Kolkata,41,,3 Star,96782,Lunch
West Bengal,Kolkata,1,Without Alcohol,GALLERY HOTELS AND RESORTS,67  BAGMARI ROAD   KOLKATA   700054,34,,3 Star,98732,All meals
West Bengal,Kolkata,4.4,Without Alcohol,Hotel De Sovrani,DD21 SECTOR I SALT LAKE KOLKATA 700064 Kolkata,55,,3 Star,98234,Breakfast
West Bengal,Kolkata,3.4,Without Alcohol,Hotel Walson,5A Sudder Street,29,,3 Star,   68 821,Dinner
West Bengal,Kolkata,1.6,Without Alcohol,IBIS HOTEL   KOLKATA  A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,NO 30   1111  PLOT NO  BG   9  STREET NO  1111  NEW TOWN  POLICE STATION DISTT  NORTH 24  PARGANAS  KOLKATA   700156  WEST BENGAL,189,,3 Star,   71 823,Lunch
West Bengal,Kolkata,3.5,Without Alcohol,Jameson Inn Shiraz,56 Park Street,40,,3 Star, 69 832,All meals
West Bengal,Kolkata,2.4,Without Alcohol,Kolkatta Hotels Ltd  Holiday Inn Express Airport Kolkata ,28  jessore road  nscbi airport  dum dum,130,,3 Star, 70 932,Breakfast
West Bengal,Kolkata,4,Without Alcohol,Park Prime Kolkata  A unit of Chocolate Hotels Pvt  Ltd  ,226  AJC BOSE ROAD KOLKATA Kolkata,62,,3 Star,  67 823,Dinner
West Bengal,Kolkata,3,Without Alcohol,REGENTA LARICA INN,BISWA BANGLA ROAD   NOAPARA   CHINAR PARK   RAJARHAT   NEW TOWN   KOLKATA 700157 kolkata,45,,3 Star, 72 932,Lunch
West Bengal,Kolkata,1.1,Without Alcohol,SENS HOTELS PVT LTD   UNIT  BRAND  REGENTA ORKO S KOLKATA by Royal Orchid Hotels,621  PRANTIK PALLY  KASBA  KOLKATA   700 107,69,,3 Star,  69 821,All meals
West Bengal,Kolkata,2.3,Without Alcohol,The Fern Residency Kolkata  a unit of Protect Vanijya Pvt  Ltd ,AS 213  NOAPARA  204 MAIN ARTERIAL ROAD NEW TOWN KOLKATA 700157 ,48,,3 Star,  71 832,Breakfast
West Bengal,Kolkata,2.4,Without Alcohol,The Golden Park,13 Ho Chi Minh Sarani,50,,3 Star,68 823,Lunch
West Bengal,Kolkata,2.972461752,Without Alcohol,VICTORIA HOTEL,45  CHINAR PARK  KOLKATA,34,,3 Star,76683,Dinner
Andhra Pradesh,Kakinada,3,Without Alcohol,Grand Kakinada by GRT Hotels,11 3 11  Veterinary hospital road  Ramarao Peta  Kakinada,83,,4 Star,82142,All meals
Andhra Pradesh,Vijayawada,5,With Alcohol,Quality Hotel D V Manor,40 1 47  M G Road  Vijayawada   520 010 Vijayawada,119,,4 Star,83675,Breakfast
Andhra Pradesh,Visakhapatnam,4,With Alcohol,Fairfield By Marriott  A Unit Of KSR Developers Pvt Ltd ,S No 106 1B2  Marripalem  near R B Guest House  Madhavadhara Area ,121,,4 Star,87729,Dinner
Andhra Pradesh,Visakhapatnam,2.2,With Alcohol,FORTUNE INN SREEKANYA,D NO 47 10 34 35 NEAR DIAMOND PARK DWARAKANAGAR ,68,,4 Star,95672,Lunch
Andhra Pradesh,Visakhapatnam,4.5,With Alcohol,HOTEL DASPALLA,28 2 48 SURYABAGH  VISAKHAPATNAM ,125,,4 Star,87123,All meals
Andhra Pradesh,Visakhapatnam,5,With Alcohol,WelcomHotel Grand Bay,15 1 44 Maharanipeta   Beach road  visakhapatnam,104,,4 Star,93485,Breakfast
Chhattisgarh,Bilaspur,2.2,With Alcohol,HOTEL EAST PARK,AGRASEN CHOWK  LINK ROAD NO 1,78,,4 Star,92746,Dinner
Chhattisgarh,Raipur ,4.4,With Alcohol,HOTEL GRAND IMPERIA  UNIT OF GRAND ARSH,VIP ROAD RAIPUR ,30,,4 Star,86249,Lunch
Chhattisgarh,Raipur ,3.2,With Alcohol,Clarks Inn Suites,GE Road  Near VIP Square  Telibandha  Raipur,51,,4 Star,78835,All meals
Chhattisgarh,Raipur ,2,With Alcohol,HOTEL BABYLON INN PVT LTD,JAIL ROAD  RAIPUR,72,,4 Star,98723,Breakfast
Chhattisgarh,Raipur ,3.1,With Alcohol,HOTEL CELEBRATION,SHRI GURU GOVIND SINGH SQUARE  JAIL ROAD,43,,4 Star,96324,Lunch
Chhattisgarh,Raipur ,0,With Alcohol,Hyatt Raipur  A Unit of Chartered Hotels Private Limited ,Magneto The Mall  N H  6 Labhandi  Raipur  Chhattisgarh  India  492 001,105,,4 Star,98823,Dinner
Chhattisgarh,Raipur ,2.972461752,With Alcohol,Sayaji Hotel Raipur,GE Road  Behind Magneto Mall  Raipur     ,101,,4 Star,93482,All meals
Delhi,Delhi,2.972461752,With Alcohol,Crowne Plaza Mayur Vihar,13B  Mayur Vihar District Center  Delhi 110091 Delhi,159,,4 Star,95824,Breakfast
Delhi,Delhi,0,With Alcohol,HOLIDAYINN,ASSET AREA 12  HOSPITALITY DISTRICT  AEROCITY,265,,4 Star,87432,Dinner
Delhi,Delhi,2.972461752,With Alcohol,Hotel City Park,KP Block Pitampura,58,,4 Star,92137,Lunch
Delhi,Delhi,2.972461752,With Alcohol,Hotel Holiday Inn,Plot NO  13A  Mayur Vihar District Center,192,,4 Star,96123,All meals
Delhi,New Delhi,4,With Alcohol,Crowne Plaza New Delhi Rohini,Plot 3B 1  Twin District Centre  Sector 10  Rohini  New Delhi,183,,4 Star,98523,Breakfast
Delhi,New Delhi,3,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,PLOT NO  3B1  TWIN DISTRICT CENTRE  SECTOR 10  ROHINI  DELHI,183,,4 Star,95823,Lunch
Delhi,New Delhi,1.1,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,PLOT NO  1  COMMUNITY CENTRE  OKHLA PHASE I  NEW DELHI 110020 ,208,,4 Star,93724,Dinner
Delhi,New Delhi,2.3,With Alcohol,EDENPARK HOTELS PVT LTD,SHAHEED JEET SINGH MARG  NEW DELHI   110016,30,,4 Star,98742,All meals
Delhi,New Delhi,2.4,With Alcohol,Hilton Garden Inn New Delhi  Saket,A 4 DLF Place Saket District Center  New Delhi 110017,115,,4 Star,96742,Breakfast
Delhi,New Delhi,4.7,With Alcohol,PRIDE HOTEL LIMITED,ASSET 5A  AEROCITY  IGI AIRPORT  NEW DELHI 110037,378,,4 Star,97623,Dinner
DNH   DD,Silvassa ,4.1,With Alcohol,RAS RESORTS,128 P  I  SILVASSA NAROLI ROAD,97,,4 Star,98234,Lunch
Goa,Arpora,1.3,With Alcohol,Sun Village Resorts Pvt Ltd,Saquawadi Baga Arpora Bardez Goa,135,,4 Star,99237,All meals
Goa,Mapusa,2.972461752,With Alcohol,Nanu Beach Resort And Spa,H NO  264  S NO  58 1  GIRKARWADA  ARAMBOL  PERNEM  GOA 403524 Mapusa,62,,4 Star,94123,Breakfast
Goa,Margao,2.972461752,With Alcohol,Nanu Resort,Betalbatim Beach  Salcete  Goa Margao,72,,4 Star,99123,Lunch
Goa,vasco da gama,2.972461752,With Alcohol,THE HQ ,SWATANTRA PATH P O BOX NO 31 VASCO ,50,,4 Star,93782,Dinner
Haryana,Faridabad,2.972461752,With Alcohol,ART AND CRAFT LALIT HOTEL,ART   CRAFT LALIT HOTEL FARIDABAD   GURGAON ROAD  NEAR MANGAR POLICE CHOWKI  VILLAGE MANGAR  FARIDABAD ,35,,4 Star,94873,All meals
Haryana,Gurgaon,1,With Alcohol,Best Western Resort Country Club  Prop Raghav Farms and Resorts Pvt Ltd ,Vill Para Tehsil Tauru Pachgaon Tauru Road  Near Manesar,117,,4 Star,93927,Breakfast
Haryana,Gurgaon,4.4,With Alcohol,CLARENS HOTEL,PLOT NO 363  364  SECTOR 10  GURGAON,32,,4 Star,98723,Dinner
Haryana,Gurgaon,3.4,With Alcohol,CLARENS HOTEL,PLOT NO 363364 SECTOR 29 GURUGRAM,32,,4 Star,97923,Lunch
Haryana,Gurgaon,1.6,With Alcohol,Hilton Garden Inn ,Sector 50  Gurgaon Baani Square Village  Adampur   PIN 122002,201,,4 Star,97284,All meals
Haryana,Gurgaon,3.5,With Alcohol,HILTON GARDEN INN,VILLAGE ADAMPUR SECTOR   50 GURGAON,201,,4 Star,97823,Breakfast
Haryana,Gurgaon,2.4,With Alcohol,Park Plaza Gurgaon,B Block  Sushant Lok 1  Gurgaon Haryana,45,,4 Star,95782,Lunch
Haryana,Gurgaon,4,With Alcohol,Park Premier  A Unit of Punihani International ,353 357  City Center  Sector 29,94,,4 Star,96782,Dinner
Jharkhand,Dhanbad,3,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD ,OZONE GALLERIA MALL  FLOOR5  SARAIDHELA  Dhanbad,56,,4 Star,98732,All meals
Karnataka,Bangalore,1.1,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,Aloft Bengaluru Cessna Business Park  Cessna Business Park   Sarjapur  Marathahalli Outer Ring Road  Kadubeesanahalli  Bellandur Post  Bengaluru  560103  Karnataka ,191,,4 Star,98234,Breakfast
Karnataka,Bangalore,2.3,With Alcohol,Radisson Bengaluru City Center,No  2  Gangadhar Chetty Road  Ulsoor  Bengaluru,81,,4 Star,   68 821,Dinner
Karnataka,Bangalore,2.4,With Alcohol,Royal Orchid Central ,No 47 1 Manipal Centre Dickenson Road ,129,,4 Star,   71 823,Lunch
Karnataka,Bangalore,2.972461752,With Alcohol,ST MARKS HOTEL PVT LTD,41  St mark s Road Bangalore,96,,4 Star, 69 832,All meals
Karnataka,Belgaum,2.972461752,With Alcohol,Fairfield by Marriott Belagavi,132 7 9  Gogte Plaza  Kakti  Belagavi   Karnataka ,114,,4 Star, 69 832,Breakfast
Karnataka,Udupi,2.972461752,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,A UNIT OF HIRANYA BUILDERS PVT LTD RAJATHADRI ROAD  VIDYARATHNA NAGAR  SHIVALLI VILLAGE  MUDUPERAMPALLI MANIPAL UDUPI,54,,4 Star, 70 932,Dinner
Kerala,Adoor,2.972461752,With Alcohol,HOTEL NEW INDRAPRASTHA,ADOOR PO  PATHANAMTHITTA,20,,4 Star,  67 823,Lunch
Kerala,Adoor,3,With Alcohol,HOTEL WYTE PORTICO,Karuvatta  Adoor P O  Pathanamthitta Dist ,19,,4 Star, 72 932,All meals
Kerala,Alappuzha,5,With Alcohol,ASWINI RESIDENCY,T B ROAD CHERTHALA ,10,,4 Star,  69 821,Breakfast
Kerala,Alappuzha,4,With Alcohol,Hotel Coral Heights,Sree Krishna Temple Road  Ambalapuzha,20,,4 Star,  71 832,Lunch
Kerala,Alappuzha,2.2,With Alcohol,HOTEL MITHILA,ERAMALLOOR P O  ALAPPUZHA,10,,4 Star,68 823,Dinner
Kerala,Alappuzha,4.5,With Alcohol,Karapuram Residency,Karapuram Residency kanichukulangara Cherthala ,14,,4 Star,76683,All meals
Kerala,Alappuzha,5,With Alcohol,SAUGANDHIKA RESIDENCY,Nangiarkulangara Haripad ,19,,4 Star,82142,Breakfast
Kerala,Alappuzha,2.2,With Alcohol,SREELAKSHMI RESIDENCY,SREELAKSHMI RESIDENCY  ELIPPAKKULAM  CHOONAD  VALLIKUNNAM P O  ,19,,4 Star,83675,Dinner
Kerala,Angamaly,4.4,With Alcohol,HOTEL SURYA TOWERS,RAILWAY STATION ROAD  ANGAMALY  ERNAKULAM DISTRICT,36,,4 Star,87729,Lunch
Kerala,Calicut,3.2,With Alcohol,Westway Hotel   A Unit of Sams Property Developers and Hotels Pvt  Ltd  ,West Nadakkavu  Kozhikode ,61,,4 Star,95672,All meals
Kerala,Chalakudy,2,With Alcohol,HOTEL SIDHARTHA  A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD ,CHALAKKUDY PO  RAILWAY STATION ROAD  TRICHUR,27,,4 Star,87123,Breakfast
Kerala,Chalakudy,2.972461752,With Alcohol,Kallely s Park Inn,Main Road  Chalakudy ,13,,4 Star,93485,Dinner
Kerala,CHERAI,1,With Alcohol,Blue Waters Cherai ,Beach Road  Cherai ,25,,4 Star,92746,Lunch
Kerala,Cherthala,4.4,With Alcohol,HOTEL TRAVANCORE PALACE ,11 TH MILE  CHERTHALA P O ,17,,4 Star,86249,All meals
Kerala,Ernakulam,3.4,With Alcohol,The Mercy Luxury Business Hotel,M G Road  Ravipuram  Kochi,41,,4 Star,78835,Breakfast
Kerala,Ernakulam,1.6,With Alcohol,Abaam Hotel,opposite Vyttila Mobility Hub  Kaniampuzha road  Vyttila  Cochin,27,,4 Star,78236,Lunch
Kerala,Ernakulam,3.5,With Alcohol,CRB COCHIN PALACE,55 1833 A1  A2  A3  A4  K P VALLON ROAD  KADAVANTHRA,16,,4 Star,81123,Dinner
Kerala,Ernakulam,2.4,With Alcohol,GRAND HOTEL,M G ROAD ERNAKULAM,38,,4 Star,79832,All meals
Kerala,Ernakulam,4,With Alcohol,HOTEL CEE CEE TOWER,HOTEL CEE CEE TOWER  CHANDRAMANGALAM JUNCTION  NORTH PARAVUR  ERNAKULAM   DIST  KERALA  STATE  PIN   683513,20,,4 Star,89357,Breakfast
Kerala,Ernakulam,3,With Alcohol,Hotel Cloud 9,Bypass Road   Kothamangalam   Ernakulam ,18,,4 Star,76249,Dinner
Kerala,Ernakulam,1.1,With Alcohol,Hotel Crystal Plaza,Banerji Road Highcourt Junction Ernakulam,12,,4 Star,88724,Lunch
Kerala,Ernakulam,2.3,With Alcohol,HOTEL HILL VIEW,CIVIL LANE ROAD  PADAMUGHAL KAKKANAD ,33,,4 Star, 70 932,All meals
Kerala,Ernakulam,2.4,With Alcohol,HOTEL N M ROYALE COUNTY,K R L ROAD THRIPUNITHURA KOCHI,27,,4 Star,  67 823,Breakfast
