S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Telangana,Hyderabad,3 Star,Without Alcohol,VAISHNAOI HOTELS INDIA PVT LTD,3 2 8481 Kachiguda Station Road Kachiguda Hyderabad ,41,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Uttar Pradesh,Ghaziabad,3 Star,Without Alcohol,Fortune Inn Grazia,Plot No   1 Sector  23  Sanjay Nagar Distt  Centre ,50,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Uttarakhand,Ramnagar,3 Star,Without Alcohol,The Manor Kashipur  Unit of R R Hotels ,Bazpur Road   Udham singh Nagar  Kashipur   Uttrakhand 244713,30,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,West Bengal,Asansol,3 Star,Without Alcohol,HOTEL ASANSOL INTERNATIONAL,66  G T  ROAD  EAST   ASANSOL,42,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,West Bengal,Bankura,3 Star,Without Alcohol,HOTEL SAPTAPARNA,AVINASH SARANI  CHANDMARIDANGA  BANKURA,24,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,West Bengal,Bishnupur,3 Star,Without Alcohol,HOTEL ANNAPURNA,COLLEGE ROAD  P O  BISHNUPUR  DIST BANKURA  ,45,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,West Bengal,Durgapur,3 Star,Without Alcohol,The Peerless Inn Durgapur,Sahid Khudiram Sarani  City Centre  Durgapur   713216,108,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,West Bengal,Kolkata,3 Star,Without Alcohol,ETHNOTEL   A UNIT OF RAHA HOSPITALITY PVT LTD ,71 I 1 JESSORE ROAD  AIRPORT 2 5 NO GATE Kolkata,41,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,West Bengal,Kolkata,3 Star,Without Alcohol,GALLERY HOTELS AND RESORTS,67  BAGMARI ROAD   KOLKATA   700054,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,West Bengal,Kolkata,3 Star,Without Alcohol,Hotel De Sovrani,DD21 SECTOR I SALT LAKE KOLKATA 700064 Kolkata,55,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,West Bengal,Kolkata,3 Star,Without Alcohol,Hotel Walson,5A Sudder Street,29,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,West Bengal,Kolkata,3 Star,Without Alcohol,IBIS HOTEL   KOLKATA  A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,NO 30   1111  PLOT NO  BG   9  STREET NO  1111  NEW TOWN  POLICE STATION DISTT  NORTH 24  PARGANAS  KOLKATA   700156  WEST BENGAL,189,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,West Bengal,Kolkata,3 Star,Without Alcohol,Jameson Inn Shiraz,56 Park Street,40,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,West Bengal,Kolkata,3 Star,Without Alcohol,Kolkatta Hotels Ltd  Holiday Inn Express Airport Kolkata ,28  jessore road  nscbi airport  dum dum,130,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,West Bengal,Kolkata,3 Star,Without Alcohol,Park Prime Kolkata  A unit of Chocolate Hotels Pvt  Ltd  ,226  AJC BOSE ROAD KOLKATA Kolkata,62,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,West Bengal,Kolkata,3 Star,Without Alcohol,REGENTA LARICA INN,BISWA BANGLA ROAD   NOAPARA   CHINAR PARK   RAJARHAT   NEW TOWN   KOLKATA 700157 kolkata,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,West Bengal,Kolkata,3 Star,Without Alcohol,SENS HOTELS PVT LTD   UNIT  BRAND  REGENTA ORKO S KOLKATA by Royal Orchid Hotels,621  PRANTIK PALLY  KASBA  KOLKATA   700 107,69,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,West Bengal,Kolkata,3 Star,Without Alcohol,The Fern Residency Kolkata  a unit of Protect Vanijya Pvt  Ltd ,AS 213  NOAPARA  204 MAIN ARTERIAL ROAD NEW TOWN KOLKATA 700157 ,48,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,West Bengal,Kolkata,3 Star,Without Alcohol,The Golden Park,13 Ho Chi Minh Sarani,50,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,West Bengal,Kolkata,3 Star,Without Alcohol,VICTORIA HOTEL,45  CHINAR PARK  KOLKATA,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Andhra Pradesh,Kakinada,4 Star,Without Alcohol,Grand Kakinada by GRT Hotels,11 3 11  Veterinary hospital road  Ramarao Peta  Kakinada,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Andhra Pradesh,Vijayawada,4 Star,With Alcohol,Quality Hotel D V Manor,40 1 47  M G Road  Vijayawada   520 010 Vijayawada,119,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,Fairfield By Marriott  A Unit Of KSR Developers Pvt Ltd ,S No 106 1B2  Marripalem  near R B Guest House  Madhavadhara Area ,121,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,FORTUNE INN SREEKANYA,D NO 47 10 34 35 NEAR DIAMOND PARK DWARAKANAGAR ,68,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,HOTEL DASPALLA,28 2 48 SURYABAGH  VISAKHAPATNAM ,125,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,WelcomHotel Grand Bay,15 1 44 Maharanipeta   Beach road  visakhapatnam,104,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Chhattisgarh,Bilaspur,4 Star,With Alcohol,HOTEL EAST PARK,AGRASEN CHOWK  LINK ROAD NO 1,78,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Chhattisgarh,Raipur ,4 Star,With Alcohol,HOTEL GRAND IMPERIA  UNIT OF GRAND ARSH,VIP ROAD RAIPUR ,30,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Chhattisgarh,Raipur ,4 Star,With Alcohol,Clarks Inn Suites,GE Road  Near VIP Square  Telibandha  Raipur,51,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Chhattisgarh,Raipur ,4 Star,With Alcohol,HOTEL BABYLON INN PVT LTD,JAIL ROAD  RAIPUR,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Chhattisgarh,Raipur ,4 Star,With Alcohol,HOTEL CELEBRATION,SHRI GURU GOVIND SINGH SQUARE  JAIL ROAD,43,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Chhattisgarh,Raipur ,4 Star,With Alcohol,Hyatt Raipur  A Unit of Chartered Hotels Private Limited ,Magneto The Mall  N H  6 Labhandi  Raipur  Chhattisgarh  India  492 001,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Chhattisgarh,Raipur ,4 Star,With Alcohol,Sayaji Hotel Raipur,GE Road  Behind Magneto Mall  Raipur     ,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Delhi,Delhi,4 Star,With Alcohol,Crowne Plaza Mayur Vihar,13B  Mayur Vihar District Center  Delhi 110091 Delhi,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Delhi,Delhi,4 Star,With Alcohol,HOLIDAYINN,ASSET AREA 12  HOSPITALITY DISTRICT  AEROCITY,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Delhi,Delhi,4 Star,With Alcohol,Hotel City Park,KP Block Pitampura,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Delhi,Delhi,4 Star,With Alcohol,Hotel Holiday Inn,Plot NO  13A  Mayur Vihar District Center,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Delhi,New Delhi,4 Star,With Alcohol,Crowne Plaza New Delhi Rohini,Plot 3B 1  Twin District Centre  Sector 10  Rohini  New Delhi,183,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,PLOT NO  3B1  TWIN DISTRICT CENTRE  SECTOR 10  ROHINI  DELHI,183,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,PLOT NO  1  COMMUNITY CENTRE  OKHLA PHASE I  NEW DELHI 110020 ,208,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Delhi,New Delhi,4 Star,With Alcohol,EDENPARK HOTELS PVT LTD,SHAHEED JEET SINGH MARG  NEW DELHI   110016,30,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Delhi,New Delhi,4 Star,With Alcohol,Hilton Garden Inn New Delhi  Saket,A 4 DLF Place Saket District Center  New Delhi 110017,115,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Delhi,New Delhi,4 Star,With Alcohol,PRIDE HOTEL LIMITED,ASSET 5A  AEROCITY  IGI AIRPORT  NEW DELHI 110037,378,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,DNH   DD,Silvassa ,4 Star,With Alcohol,RAS RESORTS,128 P  I  SILVASSA NAROLI ROAD,97,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Goa,Arpora,4 Star,With Alcohol,Sun Village Resorts Pvt Ltd,Saquawadi Baga Arpora Bardez Goa,135,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Goa,Mapusa,4 Star,With Alcohol,Nanu Beach Resort And Spa,H NO  264  S NO  58 1  GIRKARWADA  ARAMBOL  PERNEM  GOA 403524 Mapusa,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Goa,Margao,4 Star,With Alcohol,Nanu Resort,Betalbatim Beach  Salcete  Goa Margao,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Goa,vasco da gama,4 Star,With Alcohol,THE HQ ,SWATANTRA PATH P O BOX NO 31 VASCO ,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Haryana,Faridabad,4 Star,With Alcohol,ART AND CRAFT LALIT HOTEL,ART   CRAFT LALIT HOTEL FARIDABAD   GURGAON ROAD  NEAR MANGAR POLICE CHOWKI  VILLAGE MANGAR  FARIDABAD ,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Haryana,Gurgaon,4 Star,With Alcohol,Best Western Resort Country Club  Prop Raghav Farms and Resorts Pvt Ltd ,Vill Para Tehsil Tauru Pachgaon Tauru Road  Near Manesar,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,PLOT NO 363  364  SECTOR 10  GURGAON,32,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,PLOT NO 363364 SECTOR 29 GURUGRAM,32,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Haryana,Gurgaon,4 Star,With Alcohol,Hilton Garden Inn ,Sector 50  Gurgaon Baani Square Village  Adampur   PIN 122002,201,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Haryana,Gurgaon,4 Star,With Alcohol,HILTON GARDEN INN,VILLAGE ADAMPUR SECTOR   50 GURGAON,201,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Haryana,Gurgaon,4 Star,With Alcohol,Park Plaza Gurgaon,B Block  Sushant Lok 1  Gurgaon Haryana,45,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Haryana,Gurgaon,4 Star,With Alcohol,Park Premier  A Unit of Punihani International ,353 357  City Center  Sector 29,94,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Jharkhand,Dhanbad,4 Star,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD ,OZONE GALLERIA MALL  FLOOR5  SARAIDHELA  Dhanbad,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Karnataka,Bangalore,4 Star,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,Aloft Bengaluru Cessna Business Park  Cessna Business Park   Sarjapur  Marathahalli Outer Ring Road  Kadubeesanahalli  Bellandur Post  Bengaluru  560103  Karnataka ,191,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Karnataka,Bangalore,4 Star,With Alcohol,Radisson Bengaluru City Center,No  2  Gangadhar Chetty Road  Ulsoor  Bengaluru,81,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Karnataka,Bangalore,4 Star,With Alcohol,Royal Orchid Central ,No 47 1 Manipal Centre Dickenson Road ,129,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Karnataka,Bangalore,4 Star,With Alcohol,ST MARKS HOTEL PVT LTD,41  St mark s Road Bangalore,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Karnataka,Belgaum,4 Star,With Alcohol,Fairfield by Marriott Belagavi,132 7 9  Gogte Plaza  Kakti  Belagavi   Karnataka ,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Karnataka,Udupi,4 Star,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,A UNIT OF HIRANYA BUILDERS PVT LTD RAJATHADRI ROAD  VIDYARATHNA NAGAR  SHIVALLI VILLAGE  MUDUPERAMPALLI MANIPAL UDUPI,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Kerala,Adoor,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,ADOOR PO  PATHANAMTHITTA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Kerala,Adoor,4 Star,With Alcohol,HOTEL WYTE PORTICO,Karuvatta  Adoor P O  Pathanamthitta Dist ,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Kerala,Alappuzha,4 Star,With Alcohol,ASWINI RESIDENCY,T B ROAD CHERTHALA ,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Kerala,Alappuzha,4 Star,With Alcohol,Hotel Coral Heights,Sree Krishna Temple Road  Ambalapuzha,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Kerala,Alappuzha,4 Star,With Alcohol,HOTEL MITHILA,ERAMALLOOR P O  ALAPPUZHA,10,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Kerala,Alappuzha,4 Star,With Alcohol,Karapuram Residency,Karapuram Residency kanichukulangara Cherthala ,14,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Kerala,Alappuzha,4 Star,With Alcohol,SAUGANDHIKA RESIDENCY,Nangiarkulangara Haripad ,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Kerala,Alappuzha,4 Star,With Alcohol,SREELAKSHMI RESIDENCY,SREELAKSHMI RESIDENCY  ELIPPAKKULAM  CHOONAD  VALLIKUNNAM P O  ,19,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Kerala,Angamaly,4 Star,With Alcohol,HOTEL SURYA TOWERS,RAILWAY STATION ROAD  ANGAMALY  ERNAKULAM DISTRICT,36,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Kerala,Calicut,4 Star,With Alcohol,Westway Hotel   A Unit of Sams Property Developers and Hotels Pvt  Ltd  ,West Nadakkavu  Kozhikode ,61,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Kerala,Chalakudy,4 Star,With Alcohol,HOTEL SIDHARTHA  A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD ,CHALAKKUDY PO  RAILWAY STATION ROAD  TRICHUR,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Kerala,Chalakudy,4 Star,With Alcohol,Kallely s Park Inn,Main Road  Chalakudy ,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Kerala,CHERAI,4 Star,With Alcohol,Blue Waters Cherai ,Beach Road  Cherai ,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Kerala,Cherthala,4 Star,With Alcohol,HOTEL TRAVANCORE PALACE ,11 TH MILE  CHERTHALA P O ,17,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Kerala,Ernakulam,4 Star,With Alcohol,The Mercy Luxury Business Hotel,M G Road  Ravipuram  Kochi,41,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Kerala,Ernakulam,4 Star,With Alcohol,Abaam Hotel,opposite Vyttila Mobility Hub  Kaniampuzha road  Vyttila  Cochin,27,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Kerala,Ernakulam,4 Star,With Alcohol,CRB COCHIN PALACE,55 1833 A1  A2  A3  A4  K P VALLON ROAD  KADAVANTHRA,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Kerala,Ernakulam,4 Star,With Alcohol,GRAND HOTEL,M G ROAD ERNAKULAM,38,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL CEE CEE TOWER,HOTEL CEE CEE TOWER  CHANDRAMANGALAM JUNCTION  NORTH PARAVUR  ERNAKULAM   DIST  KERALA  STATE  PIN   683513,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Cloud 9,Bypass Road   Kothamangalam   Ernakulam ,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Crystal Plaza,Banerji Road Highcourt Junction Ernakulam,12,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL HILL VIEW,CIVIL LANE ROAD  PADAMUGHAL KAKKANAD ,33,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL N M ROYALE COUNTY,K R L ROAD THRIPUNITHURA KOCHI,27,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Navarathna,N H Bye Pass  Aluva,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Park Residency,Near Civil Station  Seaport Airport Road  Kakkanad  Ernakulam,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL VKJ INTERNATIONAL,Thattekad Bird Sanctuary Via  Kuttampuzha  Kothamangalam  Ernakulam,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Kerala,Ernakulam,4 Star,With Alcohol,KABANI REGENCY,karimugal Ernakulam ,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Kerala,Ernakulam,4 Star,With Alcohol,Lotus 8 A part hotels,Opp  Cochin international airport  vapalassery p o   Nedumbassery  Ernakulam,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Kerala,Ernakulam,4 Star,With Alcohol,LOVEDONS GRAND,Karimugal Ernakulam,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Kerala,Ernakulam,4 Star,With Alcohol,LOVELAND RESIDENCY,Chottanikkara  Ernakulam,10,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Kerala,Ernakulam,4 Star,With Alcohol,PARAVOOR GALAXY HOTELS PRIVATE LIMITED ,NEAR CHENDAMANGALAM JUNCTION  CHENDAMANGALAM ROAD  NORTH PARAVOOR  ERNAKULAM DISTRICT ,22,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Kerala,Ernakulam,4 Star,With Alcohol,PARAY RESIDENCY ,PARAY RESIDENCY TB ROAD MUVATTUPUZHA ERNAKULAM  KERALA ,24,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Kerala,Ernakulam,4 Star,With Alcohol,POLAKULATH KARTHIKA REGENCY ,34   1648 A Edappally  Cochin   682024 ,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Kerala,Ernakulam,4 Star,With Alcohol,The Killians Boutique Hotel,P  O  Box No  22  River Road  Fort Kochi  Ernakulam,21,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Kerala,Ernakulam,4 Star,With Alcohol,The Renai Cochin  Formerly Known as Renaissance Cochin  ,Palarivattom Cochin,48,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Kerala,Ernakulam,4 Star,With Alcohol,tHE VILLAGE INN,CHERANGANAL JUNCTION KOTTAPPADY ERNAKULAM DIST,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Kerala,Ernakulam,4 Star,With Alcohol,VKG Group Holiday Hotel,Devaswom Nada  Munambam Road  Cherai P O  Ernakulam,19,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Kerala,Guruvayoor,4 Star,With Alcohol,Polakulaths Sree Krishna Regency ,XIX 163 1 to 5 XIX 136 137 138  East Nada  Opposite Private Bus Stand  Guruvayur  Kerala  Guruvayoor Guruvayoor,34,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Kerala,Idduki,4 Star,With Alcohol,SPICE VILLAGE,Kumily Road  Thekkady   685 509  Kerala  India,52,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Kerala,Idukki,4 Star,With Alcohol,Alanta Residency ,Muttom P O Thodupuzha Idukki Idukki Idukki ,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Kerala,Idukki,4 Star,With Alcohol,HOTEL JOANCE REGENCY,NEAR KSRTC BUS STAND  THODUPUZHA,13,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Kerala,Idukki,4 Star,With Alcohol,HOTEL KUMILY GATE,KUMILY P O  THEKKADY  IDUKKI DISTRICT,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Kerala,Idukki,4 Star,With Alcohol,MATHA REGENCY  A UNIT OF MATHA TOURIST HOME ,ADIMALI  IDUKKI DISTRICT,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Kerala,Kannur,4 Star,With Alcohol,BROAD BEAN  KANNUR,CENTRAL BUS TERMINAL COMPLEX  THAVAKKARA  KANNUR DISTRICT ,17,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Kerala,Kannur,4 Star,With Alcohol,Hotel Samrat,Court Road  Taliparamba P O  Kannur,27,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Kerala,Kannur,4 Star,With Alcohol,J K Residency,Kelakam  Kelakam P O  Kannur,19,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
