Hotel_id,State,City,Ratings,Alcohol_Availability,Hotel_Name,Address,Total_Rooms,Category,Pricing,Meals
444,Kerala,Thrissur,2.2,Without Alcohol,Hotel Zodiac,Koratty  Thrissur Dist ,10,3 Star,87654,Dinner
445,Kerala,Thrissur,4.5,Without Alcohol,Keli Residency   A Unit of Keli Hotels Private Limited ,Gramala P O  Mulagunnathukavu  Athani  Thrissur District Thrissur,19,3 Star,92736,All meals
446,Kerala,Thrissur,5,Without Alcohol,Kovilakam Inn  A unit of Kovilakam Inn India Private Limited ,KAIPARAMBU P O  Thrissur,13,3 Star,94523,Breakfast
447,Kerala,Thrissur,2.2,Without Alcohol,LUMBINI SUPREME,TC 30 383 2  R S ROAD  OLLUR P O   THRISSUR,10,3 Star,91754,Dinner
448,Kerala,Thrissur,4.4,Without Alcohol,M R TOURIST HOME,VELLANGALLUR  P O  THRISSUR,10,3 Star,87623,Lunch
449,Kerala,Thrissur,3.2,Without Alcohol,MAY FAIR HOTELS,PUDUKAD  THRISSUR DIST ,10,3 Star,83642,All meals
450,Kerala,Thrissur,2,Without Alcohol,Mayura Inn,Mannuthy Bypass Jn Mannuthy PO Thrissur Kerala 680651,18,3 Star,95236,Breakfast
451,Kerala,Thrissur,1.7,Without Alcohol,Peringottukara Palace,Kizhakkumury P O  Peringottukara  Thrissur,14,3 Star,93124,Dinner
452,Kerala,Thrissur,4,Without Alcohol,Polakulath Tourist Home Kodugallor,North Nada  Kodugallor  Thrissur,10,3 Star,88342,Lunch
453,Kerala,Thrissur,1.3,Without Alcohol,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,P O KODANNUR  THRISSUR DISTRICT,13,3 Star,78952,All meals
454,Kerala,Thrissur,1,Without Alcohol,Rose Residency,Madayikonam p o  Mapranam  Trissur,10,3 Star,83492,Breakfast
455,Kerala,Thrissur,4.4,Without Alcohol,Solar Hotels  A unit of Solar Hotels Pvt Ltd  ,Pavaratty P O Thrissur Thrissur,10,3 Star,78624,Lunch
456,Kerala,Thrissur,3.4,Without Alcohol,THE NADUMURI INN,ANNAMANDA  P O THRISSUR DIST KERALA STATE,11,3 Star,86492,Dinner
457,Kerala,Thrissur,1.6,Without Alcohol,VICTORY INTERNATIONAL,BYJU ROAD KUNNANKULAM Thrissur,10,3 Star,92863,All meals
458,Kerala,Tirur,3.5,Without Alcohol,HOTEL DEEPA RESTAURANT,DEEPA HOTEL AND RESTAURANT  TOWN HALL ROAD   TIRUR  MALAPPURAM Tirur Tirur Tirur,12,3 Star,88294,Breakfast
459,Kerala,Tirur,2.4,Without Alcohol,Hotel Salkara,Manjadi Tirur Road  Kuttippuram PO  Pin 679571  Tirur Taluk  Malappuram Dist   Kerala ,11,3 Star,45115,Dinner
460,Kerala,Valancherry,4,Without Alcohol,SWAGATH INN,PATTAMBI ROAD  VALANCHERY ,12,3 Star,51273,Lunch
461,Kerala,Varkala,3,Without Alcohol,Hindustan Beach Retreat,Papanasam Beach  Janardhanapuram PO ,27,3 Star,54639,All meals
462,Kerala,Varkala,1.1,Without Alcohol,hotel varkala park international,Station Road Varkala   Thiruvananthapuram 695141,16,3 Star,45923,Breakfast
463,Kerala,Wayanad,2.3,Without Alcohol,HOTEL SAUGANDHIKA WEST GATE,Kolagapara P O  Meenangadi   Wayanad District,12,3 Star,45846,Lunch
464,Kerala,Wayanad,2.4,Without Alcohol,Hotel Manasasaras,Thalassery Road  Mananthavady  Wayand   670 645,13,3 Star,31587,Dinner
465,Kerala,Wayanad,1.7,Without Alcohol,HOTEL MAYO,MENNANGADI WAYANAD DISTRICT,12,3 Star,85563,All meals
466,Kerala,Wayanad,4.9,Without Alcohol,HOTEL VANARANI,MEENANGADI  WAYANAD,10,3 Star,41581,Breakfast
467,Kerala,Wayanad,3.7,Without Alcohol,STERLING HOLIDAY RESORTS LTD,STERLING HOLIDAY RESORTS LTD  VALLU VADI POST  VALLUVADI VILLAGE  SULTHAN BATHERRY  WAYANAD DISTRICT ,61,3 Star,71547,Dinner
468,Madhya Pradesh,Avarghani,4,Without Alcohol,PENCH JUNGLE CAMP,PENCH NATIONAL PARK  VILLAGE AVARGHANI  TEH  KURAI ,31,3 Star,73821,Lunch
469,Madhya Pradesh,Bhopal,3,Without Alcohol,HOTEL AMER PALACE,209 ZONE 1  MP NAGAR,55,3 Star,68821,All meals
470,Madhya Pradesh,Bhopal,1.1,Without Alcohol,Hotel Amer Palace,209  Zone 1  MP Naagr  Bhopal,55,3 Star,71823,Breakfast
471,Madhya Pradesh,Tikamgarh,2.3,Without Alcohol,Silver Estate Resort,6 Mile Stone  Jhansi Road  Phadikhurd  Tikamgarh,50,3 Star,69832,Dinner
472,Maharashtra,Ahmednagar,2.4,Without Alcohol,Hotel Yash Grand ,Near Kinetic Chowk  Nagar Pune Road  Ahmednagar  ,27,3 Star,70932,Lunch
473,Maharashtra,Amravati,4.7,Without Alcohol,THE GRAND MEHFIL,NAZUL PLOT NO  11 2  SHEET NO  31 BEHIND DAYA SAGAR HOSPITAL  GIRLS HIGH SCHOOL SQUARE CAMP ROAD ,79,3 Star,67823,All meals
474,Maharashtra,Andheri  East ,4.1,Without Alcohol,Hotel Om Tunga Vihar,Plot No  B 11  MIDC Central Road  Andheri  East  ,20,3 Star,72932,Breakfast
475,Maharashtra,Andheri  East ,1.3,Without Alcohol,The Regale by Tunga A unit of Hotel Tunga Regale  India  Pvt  Ltd  ,PLOT NO  31  PHASE II  MIDC  CENTRAL ROAD  ANDHERI EAST  MUMBAI 400 093 Andheri  East ,49,3 Star,69821,Lunch
476,Maharashtra,Aurangabad,1,Without Alcohol,LEMON TREE HOTEL AURANGABAD,R 7 2  AIRPORT ROAD  CHIKALTHANA  AURANGABAD,102,3 Star,71832,Dinner
477,Maharashtra,Lonavala,4.4,Without Alcohol,The Fern  A Unit of Agarwal Hospitality Pvt  Ltd  ,S  No  84   1 to 4 off Mumbai pune expressway near Lonavala expressway exit Valavan Maval Lonavala Pune,80,3 Star,68823,All meals
478,Maharashtra,Mulshi,3.4,Without Alcohol,Atmantan Resort Wellness Health Centre ,Village Palse  Mulshi  Pune ,108,3 Star,76683,Breakfast
479,Maharashtra,Mumbai,1.6,Without Alcohol,Citizen Hotel  A UNIT OF CITIZEN HOTELS PVT  LTD  ,960  JUHU TARA ROAD  JUHU BEACH Mumbai,43,3 Star,82142,Dinner
480,Maharashtra,Mumbai,3.5,Without Alcohol,HOTEL SUNCITY RESIDENCY,16TH ROAD MIDC MAROL ANDHERI EAST MUMBAI 400093,35,3 Star,83675,Lunch
481,Maharashtra,MUMBAI,2.4,Without Alcohol,Hotel Tunga Paradise,Plot No  16  MIDC Central Road  Andheri  East   Mumbai  Maharashtra  City   Mumbai MUMBAI MUMBAI,40,3 Star,87729,All meals
482,Maharashtra,Mumbai,4,Without Alcohol,KEYS HOTEL NESTOR ,382 SWAROOP ENCLAVE  MAKHWANA ROAD   OFF MILITARY ROAD   OPP ECO PARK BUILD   MAROL  ANDHERI EAST   MUMBAI  400059  Mumbai,100,3 Star,95672,Breakfast
483,Maharashtra,Mumbai,3,Without Alcohol,Kohinoor Elite  A Unit of Kohinoor Elite Hotels Pvt Ltd  ,Kohinoor City  Kirol Road  Near American School of Bombay  Off LBS Marg  Kurla  West   Mumbai,100,3 Star,87123,Dinner
484,Maharashtra,Mumbai,1.1,Without Alcohol,Peninsula Redpine Hotel  A Unit of The Competent Hotel Private Limited,CTS 1355  Andheri Kurla Road  Marol  Mumbai Mumbai,29,3 Star,93485,Lunch
485,Maharashtra,Mumbai,2.3,Without Alcohol,Sea Palace Hotel,P J Ramchandani Marg  Apollo Bunder  Colaba  Mumbai 400001,47,3 Star,92746,All meals
486,Maharashtra,Mumbai,2.4,Without Alcohol,Soho House Mumbai,Plot no  16  Juhu Tara Road  Santa Cruz  W   Mumbai Mumbai Mumbai,36,3 Star,86249,Breakfast
487,Maharashtra,Mumbai,1.3,Without Alcohol,THE MIRADOR,131 B  NEW LINK ROAD  CHAKALA  ANDHERI  EAST   MUMBAI   400099,106,3 Star,78835,Lunch
488,Maharashtra,Nagpur,4,Without Alcohol,Hotel Naivedhyam North Star,28 A  Jagdamba Niwas  Near Koradi  Nagpur   441111,38,3 Star,98723,Dinner
489,Maharashtra,Nagpur,2.1,Without Alcohol,Tadoba Vanya Villas Resort and Spa  a unit of Royale Blue Resorts India Private Limited ,Khasra No 41 144 152 154 155   402 AT MOUZA CHETI  TEHSIL CHIMUR  DIST  CHANDRAPUR  NEAR TADOBA ANDHERI TIGER RESERVE  MAHARASHTRA Nagpur,36,3 Star,96324,All meals
490,Maharashtra,Nashik,3.4,Without Alcohol,Hotel Grand Rio  A Unit of CMP Hospitality  ,S  NO  881 2 PLOT NO  3  RAJIV NAGAR  CHADDA CHOWK  OFF MUMBAI AGRA ROAD Nashik,45,3 Star,98823,Breakfast
491,Maharashtra,Navi Mumbai,3,Without Alcohol,HOTEL HIGHWAY VIEW,PLOT NO 3  SECTOR 24  OPP  SANPADA RAILWAY STATION  MUMBAI PUNE HIGHWAY  NAVI MUMBAI,20,3 Star,93482,Dinner
492,Maharashtra,Navi Mumbai,5,Without Alcohol,Hotel Supreme Heritage,Plot No  L 2  Sector  19  Vashi   Navi Mumbai  400703,61,3 Star,95824,Lunch
493,Maharashtra,Palghar,4,Without Alcohol,ANCHAVIYO RESORTS,BHARAT AGRI FERT AND REALITY LTD SURVEY NO 155 7 8 9 10 VILLAGE KHARIVALI TALUKA WADA DIST MAHARASHTRA,16,3 Star,87432,All meals
494,Maharashtra,Pune,2.2,Without Alcohol,Ginger Pune Wakad,Ginger Hotel Kala Khdak Near Indira College Wakad naka Wakad,127,3 Star,92137,Breakfast
495,Maharashtra,Pune,4.5,Without Alcohol,IBIS HOTEL   PUNE  UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,Survey No  32  Viman Nagar  Nagar Road  Pune  Maharashtra   411014  India,160,3 Star,96123,Lunch
496,Maharashtra,Thane,5,Without Alcohol,GCC HOTEL AND CLUB,GCC HOTELS PVT  LTD   92 1  OFF  MIRA BHAYANDER ROAD  MIRA ROAD EAST  THANE ,106,3 Star,98523,Dinner
497,Maharashtra,Thane,2.2,Without Alcohol,GCC Hotels Private Limited,GCC Hotel and club  S no  921  off Mira Bhayander road  near vijay sales  Mira Road East  Thane   401107,48,3 Star,95823,All meals
498,Maharashtra,Thane,4.4,Without Alcohol,Krishna Palace,35 36 MIDC Additional Ambernath East Thane,58,3 Star,93724,Breakfast
499,Manipur,Imphal ,3.2,Without Alcohol,Elora Hotel  a unit of Chingao Hotel and Resorts Pvt  Ltd ,Ward No  9  Indo Myanmar Road  Moreh  Chandel District,28,3 Star,98742,Dinner
500,Meghalaya,Shillong ,2,Without Alcohol,HOTEL POINISUK,LAITUMKHRAH MAIN ROAD  UPLAND ROAD  NONGKYNRIH,30,3 Star,96742,Lunch
501,Odisha,Angul,1,Without Alcohol,ASHIANA HILL VIEW,ADARSH VIHAR   PANCHA MAHALA   NEAR RTO OFFICE   ANGUL,80,3 Star,97623,All meals
502,Odisha,Jajpur Road,4.4,Without Alcohol,Ginger Hotel Kalinganagar,Ginger Hotel  Opp Tata Steel Gate no 3  Khurunti  Kalinganagar  Odisha  755026,93,3 Star,98234,Breakfast
503,Odisha,Jharsuguda,3.4,Without Alcohol,THR ORCHARD  Garden Palace Hotels Resorts Pvt Ltd,Bypass Road  Ekatali  Jharsuguda,50,3 Star,99237,Dinner
504,Odisha,Puri,1.6,Without Alcohol,MAYFAIR Waves  Puri,Chakratirtha Road  Puri  752002  Puri District  Odisha,34,3 Star,94123,Lunch
505,Odisha,Talcher,3.5,Without Alcohol,Hotel Surya Garden,Netaji Subas Bose Marg  Main Road  Talcher  Dist  Angul  Odisha  PIN  759107,38,3 Star,99123,All meals
506,Punjab,Jalandhar,2.4,Without Alcohol,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,NEAR BSF CHOWK G T ROAD ,45,3 Star,93782,Breakfast
507,Punjab,Jalandhar,4,Without Alcohol,Hotel Imperia Suites,Vasant Vihar Road  Shanker Garden  Near Income Tax Colony  Jalandhar,18,3 Star,94873,Lunch
508,Rajasthan,Jaipur,3,Without Alcohol,Hotel Le Grande ,Jaipur Road Chomu ,19,3 Star,93927,Dinner
509,Rajasthan,Jaipur,1.1,Without Alcohol,Mansingh Towers,Hotel Mansingh Towers  Sansar Chandra Road,53,3 Star,98723,All meals
510,Rajasthan,Jaipur,2.3,Without Alcohol,RCL JAIPUR,Ginger Hotel  Hawa Sadak  Civils Lines  Jaipur,103,3 Star,98472,Breakfast
511,Tamil Nadu,Chennai ,2.4,Without Alcohol,BEVERLY,NO 17 RAJARATHINAM ROAD KILPAUK CHENNAI,52,3 Star,96823,Dinner
512,Tamil Nadu,Thanjavur,2.4,Without Alcohol,SANGAM HOTELS,TRICHY ROAD  THANJAVUR,57,3 Star,98234,Lunch
513,Telangana,Hyderabad,3.1,Without Alcohol,BESTWESTERN ASHOKA,6 1 70  LAKDI KA PUL,88,3 Star,97834,All meals
514,Telangana,HYDERABAD,2.6,Without Alcohol,Minerva Grand   Kompally,Survey No 105  Beside Cine Planet  Kompally ,42,3 Star,98832,Breakfast
515,Telangana,Hyderabad,1.4,Without Alcohol,OHRIS BANJARA  A UNIT OF HOTEL KAMAL PVT LTD  ,D NO 8 2 682   3 ROAD NO 12  BANJARA HILLS  HYDERABAD 500034 Hyderabad,24,3 Star,98924,Dinner
516,Telangana,Hyderabad,4.9,Without Alcohol,Tara,Hotel Tara  Ramojii Film City  Anajpur  RR District   501512,126,3 Star,98723,Lunch
517,Telangana,Hyderabad,1.9,Without Alcohol,VAISHNAOI HOTELS INDIA PVT LTD,3 2 8481 Kachiguda Station Road Kachiguda Hyderabad ,41,3 Star,96783,All meals
518,Uttar Pradesh,Ghaziabad,2.9,Without Alcohol,Fortune Inn Grazia,Plot No   1 Sector  23  Sanjay Nagar Distt  Centre ,50,3 Star,98973,Breakfast
519,Uttarakhand,Ramnagar,3.7,Without Alcohol,The Manor Kashipur  Unit of R R Hotels ,Bazpur Road   Udham singh Nagar  Kashipur   Uttrakhand 244713,30,3 Star,97942,Lunch
520,West Bengal,Asansol,3.5,Without Alcohol,HOTEL ASANSOL INTERNATIONAL,66  G T  ROAD  EAST   ASANSOL,42,3 Star,97923,Dinner
521,West Bengal,Bankura,3.1,Without Alcohol,HOTEL SAPTAPARNA,AVINASH SARANI  CHANDMARIDANGA  BANKURA,24,3 Star,97284,All meals
522,West Bengal,Bishnupur,4.1,Without Alcohol,HOTEL ANNAPURNA,COLLEGE ROAD  P O  BISHNUPUR  DIST BANKURA  ,45,3 Star,97823,Breakfast
523,West Bengal,Durgapur,3.1,Without Alcohol,The Peerless Inn Durgapur,Sahid Khudiram Sarani  City Centre  Durgapur   713216,108,3 Star,95782,Dinner
524,West Bengal,Kolkata,4.6,Without Alcohol,ETHNOTEL   A UNIT OF RAHA HOSPITALITY PVT LTD ,71 I 1 JESSORE ROAD  AIRPORT 2 5 NO GATE Kolkata,41,3 Star,96782,Lunch
525,West Bengal,Kolkata,1,Without Alcohol,GALLERY HOTELS AND RESORTS,67  BAGMARI ROAD   KOLKATA   700054,34,3 Star,98732,All meals
526,West Bengal,Kolkata,4.4,Without Alcohol,Hotel De Sovrani,DD21 SECTOR I SALT LAKE KOLKATA 700064 Kolkata,55,3 Star,98234,Breakfast
527,West Bengal,Kolkata,3.4,Without Alcohol,Hotel Walson,5A Sudder Street,29,3 Star,68821,Dinner
528,West Bengal,Kolkata,1.6,Without Alcohol,IBIS HOTEL   KOLKATA  A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,NO 30   1111  PLOT NO  BG   9  STREET NO  1111  NEW TOWN  POLICE STATION DISTT  NORTH 24  PARGANAS  KOLKATA   700156  WEST BENGAL,189,3 Star,71823,Lunch
529,West Bengal,Kolkata,3.5,Without Alcohol,Jameson Inn Shiraz,56 Park Street,40,3 Star,69832,All meals
530,West Bengal,Kolkata,2.4,Without Alcohol,Kolkatta Hotels Ltd  Holiday Inn Express Airport Kolkata ,28  jessore road  nscbi airport  dum dum,130,3 Star,70932,Breakfast
531,West Bengal,Kolkata,4,Without Alcohol,Park Prime Kolkata  A unit of Chocolate Hotels Pvt  Ltd  ,226  AJC BOSE ROAD KOLKATA Kolkata,62,3 Star,67823,Dinner
532,West Bengal,Kolkata,3,Without Alcohol,REGENTA LARICA INN,BISWA BANGLA ROAD   NOAPARA   CHINAR PARK   RAJARHAT   NEW TOWN   KOLKATA 700157 kolkata,45,3 Star,72932,Lunch
533,West Bengal,Kolkata,1.1,Without Alcohol,SENS HOTELS PVT LTD   UNIT  BRAND  REGENTA ORKO S KOLKATA by Royal Orchid Hotels,621  PRANTIK PALLY  KASBA  KOLKATA   700 107,69,3 Star,69821,All meals
534,West Bengal,Kolkata,2.3,Without Alcohol,The Fern Residency Kolkata  a unit of Protect Vanijya Pvt  Ltd ,AS 213  NOAPARA  204 MAIN ARTERIAL ROAD NEW TOWN KOLKATA 700157 ,48,3 Star,71832,Breakfast
535,West Bengal,Kolkata,2.4,Without Alcohol,The Golden Park,13 Ho Chi Minh Sarani,50,3 Star,68823,Lunch
536,West Bengal,Kolkata,2.972461752,Without Alcohol,VICTORIA HOTEL,45  CHINAR PARK  KOLKATA,34,3 Star,76683,Dinner
537,Andhra Pradesh,Kakinada,3,Without Alcohol,Grand Kakinada by GRT Hotels,11 3 11  Veterinary hospital road  Ramarao Peta  Kakinada,83,4 Star,82142,All meals
538,Andhra Pradesh,Vijayawada,5,With Alcohol,Quality Hotel D V Manor,40 1 47  M G Road  Vijayawada   520 010 Vijayawada,119,4 Star,83675,Breakfast
539,Andhra Pradesh,Visakhapatnam,4,With Alcohol,Fairfield By Marriott  A Unit Of KSR Developers Pvt Ltd ,S No 106 1B2  Marripalem  near R B Guest House  Madhavadhara Area ,121,4 Star,87729,Dinner
540,Andhra Pradesh,Visakhapatnam,2.2,With Alcohol,FORTUNE INN SREEKANYA,D NO 47 10 34 35 NEAR DIAMOND PARK DWARAKANAGAR ,68,4 Star,95672,Lunch
541,Andhra Pradesh,Visakhapatnam,4.5,With Alcohol,HOTEL DASPALLA,28 2 48 SURYABAGH  VISAKHAPATNAM ,125,4 Star,87123,All meals
542,Andhra Pradesh,Visakhapatnam,5,With Alcohol,WelcomHotel Grand Bay,15 1 44 Maharanipeta   Beach road  visakhapatnam,104,4 Star,93485,Breakfast
543,Chhattisgarh,Bilaspur,2.2,With Alcohol,HOTEL EAST PARK,AGRASEN CHOWK  LINK ROAD NO 1,78,4 Star,92746,Dinner
544,Chhattisgarh,Raipur ,4.4,With Alcohol,HOTEL GRAND IMPERIA  UNIT OF GRAND ARSH,VIP ROAD RAIPUR ,30,4 Star,86249,Lunch
545,Chhattisgarh,Raipur ,3.2,With Alcohol,Clarks Inn Suites,GE Road  Near VIP Square  Telibandha  Raipur,51,4 Star,78835,All meals
546,Chhattisgarh,Raipur ,2,With Alcohol,HOTEL BABYLON INN PVT LTD,JAIL ROAD  RAIPUR,72,4 Star,98723,Breakfast
547,Chhattisgarh,Raipur ,3.1,With Alcohol,HOTEL CELEBRATION,SHRI GURU GOVIND SINGH SQUARE  JAIL ROAD,43,4 Star,96324,Lunch
548,Chhattisgarh,Raipur ,0,With Alcohol,Hyatt Raipur  A Unit of Chartered Hotels Private Limited ,Magneto The Mall  N H  6 Labhandi  Raipur  Chhattisgarh  India  492 001,105,4 Star,98823,Dinner
549,Chhattisgarh,Raipur ,2.972461752,With Alcohol,Sayaji Hotel Raipur,GE Road  Behind Magneto Mall  Raipur     ,101,4 Star,93482,All meals
550,Delhi,Delhi,2.972461752,With Alcohol,Crowne Plaza Mayur Vihar,13B  Mayur Vihar District Center  Delhi 110091 Delhi,159,4 Star,95824,Breakfast
551,Delhi,Delhi,0,With Alcohol,HOLIDAYINN,ASSET AREA 12  HOSPITALITY DISTRICT  AEROCITY,265,4 Star,87432,Dinner
552,Delhi,Delhi,2.972461752,With Alcohol,Hotel City Park,KP Block Pitampura,58,4 Star,92137,Lunch
553,Delhi,Delhi,2.972461752,With Alcohol,Hotel Holiday Inn,Plot NO  13A  Mayur Vihar District Center,192,4 Star,96123,All meals
554,Delhi,New Delhi,4,With Alcohol,Crowne Plaza New Delhi Rohini,Plot 3B 1  Twin District Centre  Sector 10  Rohini  New Delhi,183,4 Star,98523,Breakfast
555,Delhi,New Delhi,3,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,PLOT NO  3B1  TWIN DISTRICT CENTRE  SECTOR 10  ROHINI  DELHI,183,4 Star,95823,Lunch
556,Delhi,New Delhi,1.1,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,PLOT NO  1  COMMUNITY CENTRE  OKHLA PHASE I  NEW DELHI 110020 ,208,4 Star,93724,Dinner
557,Delhi,New Delhi,2.3,With Alcohol,EDENPARK HOTELS PVT LTD,SHAHEED JEET SINGH MARG  NEW DELHI   110016,30,4 Star,98742,All meals
558,Delhi,New Delhi,2.4,With Alcohol,Hilton Garden Inn New Delhi  Saket,A 4 DLF Place Saket District Center  New Delhi 110017,115,4 Star,96742,Breakfast
559,Delhi,New Delhi,4.7,With Alcohol,PRIDE HOTEL LIMITED,ASSET 5A  AEROCITY  IGI AIRPORT  NEW DELHI 110037,378,4 Star,97623,Dinner
560,DNH   DD,Silvassa ,4.1,With Alcohol,RAS RESORTS,128 P  I  SILVASSA NAROLI ROAD,97,4 Star,98234,Lunch
561,Goa,Arpora,1.3,With Alcohol,Sun Village Resorts Pvt Ltd,Saquawadi Baga Arpora Bardez Goa,135,4 Star,99237,All meals
562,Goa,Mapusa,2.972461752,With Alcohol,Nanu Beach Resort And Spa,H NO  264  S NO  58 1  GIRKARWADA  ARAMBOL  PERNEM  GOA 403524 Mapusa,62,4 Star,94123,Breakfast
563,Goa,Margao,2.972461752,With Alcohol,Nanu Resort,Betalbatim Beach  Salcete  Goa Margao,72,4 Star,99123,Lunch
564,Goa,vasco da gama,2.972461752,With Alcohol,THE HQ ,SWATANTRA PATH P O BOX NO 31 VASCO ,50,4 Star,93782,Dinner
565,Haryana,Faridabad,2.972461752,With Alcohol,ART AND CRAFT LALIT HOTEL,ART   CRAFT LALIT HOTEL FARIDABAD   GURGAON ROAD  NEAR MANGAR POLICE CHOWKI  VILLAGE MANGAR  FARIDABAD ,35,4 Star,94873,All meals
566,Haryana,Gurgaon,1,With Alcohol,Best Western Resort Country Club  Prop Raghav Farms and Resorts Pvt Ltd ,Vill Para Tehsil Tauru Pachgaon Tauru Road  Near Manesar,117,4 Star,93927,Breakfast
567,Haryana,Gurgaon,4.4,With Alcohol,CLARENS HOTEL,PLOT NO 363  364  SECTOR 10  GURGAON,32,4 Star,98723,Dinner
568,Haryana,Gurgaon,3.4,With Alcohol,CLARENS HOTEL,PLOT NO 363364 SECTOR 29 GURUGRAM,32,4 Star,97923,Lunch
569,Haryana,Gurgaon,1.6,With Alcohol,Hilton Garden Inn ,Sector 50  Gurgaon Baani Square Village  Adampur   PIN 122002,201,4 Star,97284,All meals
570,Haryana,Gurgaon,3.5,With Alcohol,HILTON GARDEN INN,VILLAGE ADAMPUR SECTOR   50 GURGAON,201,4 Star,97823,Breakfast
571,Haryana,Gurgaon,2.4,With Alcohol,Park Plaza Gurgaon,B Block  Sushant Lok 1  Gurgaon Haryana,45,4 Star,95782,Lunch
572,Haryana,Gurgaon,4,With Alcohol,Park Premier  A Unit of Punihani International ,353 357  City Center  Sector 29,94,4 Star,96782,Dinner
573,Jharkhand,Dhanbad,3,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD ,OZONE GALLERIA MALL  FLOOR5  SARAIDHELA  Dhanbad,56,4 Star,98732,All meals
574,Karnataka,Bangalore,1.1,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,Aloft Bengaluru Cessna Business Park  Cessna Business Park   Sarjapur  Marathahalli Outer Ring Road  Kadubeesanahalli  Bellandur Post  Bengaluru  560103  Karnataka ,191,4 Star,98234,Breakfast
575,Karnataka,Bangalore,2.3,With Alcohol,Radisson Bengaluru City Center,No  2  Gangadhar Chetty Road  Ulsoor  Bengaluru,81,4 Star,68821,Dinner
576,Karnataka,Bangalore,2.4,With Alcohol,Royal Orchid Central ,No 47 1 Manipal Centre Dickenson Road ,129,4 Star,71823,Lunch
577,Karnataka,Bangalore,2.972461752,With Alcohol,ST MARKS HOTEL PVT LTD,41  St mark s Road Bangalore,96,4 Star,69832,All meals
578,Karnataka,Belgaum,2.972461752,With Alcohol,Fairfield by Marriott Belagavi,132 7 9  Gogte Plaza  Kakti  Belagavi   Karnataka ,114,4 Star,69832,Breakfast
579,Karnataka,Udupi,2.972461752,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,A UNIT OF HIRANYA BUILDERS PVT LTD RAJATHADRI ROAD  VIDYARATHNA NAGAR  SHIVALLI VILLAGE  MUDUPERAMPALLI MANIPAL UDUPI,54,4 Star,70932,Dinner
580,Kerala,Adoor,2.972461752,With Alcohol,HOTEL NEW INDRAPRASTHA,ADOOR PO  PATHANAMTHITTA,20,4 Star,67823,Lunch
581,Kerala,Adoor,3,With Alcohol,HOTEL WYTE PORTICO,Karuvatta  Adoor P O  Pathanamthitta Dist ,19,4 Star,72932,All meals
582,Kerala,Alappuzha,5,With Alcohol,ASWINI RESIDENCY,T B ROAD CHERTHALA ,10,4 Star,69821,Breakfast
583,Kerala,Alappuzha,4,With Alcohol,Hotel Coral Heights,Sree Krishna Temple Road  Ambalapuzha,20,4 Star,71832,Lunch
584,Kerala,Alappuzha,2.2,With Alcohol,HOTEL MITHILA,ERAMALLOOR P O  ALAPPUZHA,10,4 Star,68823,Dinner
585,Kerala,Alappuzha,4.5,With Alcohol,Karapuram Residency,Karapuram Residency kanichukulangara Cherthala ,14,4 Star,76683,All meals
586,Kerala,Alappuzha,5,With Alcohol,SAUGANDHIKA RESIDENCY,Nangiarkulangara Haripad ,19,4 Star,82142,Breakfast
587,Kerala,Alappuzha,2.2,With Alcohol,SREELAKSHMI RESIDENCY,SREELAKSHMI RESIDENCY  ELIPPAKKULAM  CHOONAD  VALLIKUNNAM P O  ,19,4 Star,83675,Dinner
588,Kerala,Angamaly,4.4,With Alcohol,HOTEL SURYA TOWERS,RAILWAY STATION ROAD  ANGAMALY  ERNAKULAM DISTRICT,36,4 Star,87729,Lunch
589,Kerala,Calicut,3.2,With Alcohol,Westway Hotel   A Unit of Sams Property Developers and Hotels Pvt  Ltd  ,West Nadakkavu  Kozhikode ,61,4 Star,95672,All meals
590,Kerala,Chalakudy,2,With Alcohol,HOTEL SIDHARTHA  A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD ,CHALAKKUDY PO  RAILWAY STATION ROAD  TRICHUR,27,4 Star,87123,Breakfast
591,Kerala,Chalakudy,2.972461752,With Alcohol,Kallely s Park Inn,Main Road  Chalakudy ,13,4 Star,93485,Dinner
592,Kerala,CHERAI,1,With Alcohol,Blue Waters Cherai ,Beach Road  Cherai ,25,4 Star,92746,Lunch
593,Kerala,Cherthala,4.4,With Alcohol,HOTEL TRAVANCORE PALACE ,11 TH MILE  CHERTHALA P O ,17,4 Star,86249,All meals
594,Kerala,Ernakulam,3.4,With Alcohol,The Mercy Luxury Business Hotel,M G Road  Ravipuram  Kochi,41,4 Star,78835,Breakfast
595,Kerala,Ernakulam,1.6,With Alcohol,Abaam Hotel,opposite Vyttila Mobility Hub  Kaniampuzha road  Vyttila  Cochin,27,4 Star,78236,Lunch
